,client_id,visit_id,process_step,date_time
32850,2148617,109212970_24143620681_788923,start,2017-04-09 09:16:47
65367,8251595,837255351_37190442664_678135,confirm,2017-04-09 09:16:59
137796,9941048,875783947_772693263_904079,confirm,2017-04-09 09:17:50
131401,7855973,876795513_76347271534_197168,step_3,2017-04-09 09:19:48
15827,2715707,320210365_28505474895_530286,start,2017-04-09 09:20:10
116200,6796821,856506491_31407739526_206042,step_3,2017-04-09 09:20:55
24642,3651773,279566446_14959688343_123335,start,2017-04-09 09:23:37
68419,9105902,329854510_3015441948_12400,step_1,2017-04-09 09:23:55
121225,4863323,250091202_4589493437_792532,step_1,2017-04-09 09:24:12
23928,3293764,725959340_12735817273_992122,confirm,2017-04-09 09:26:10
6460,1194972,102156481_9712246009_751130,step_1,2017-04-09 09:26:28
108223,4474748,767666468_72664742313_18558,confirm,2017-04-09 09:27:52
135680,1334342,194701508_35436580634_831955,start,2017-04-09 09:28:58
14184,7869282,376763242_84620369434_247726,start,2017-04-09 09:29:19
89836,4069058,316449915_25963619681_906572,start,2017-04-09 09:29:31
74199,4596903,658996032_20347890978_234975,start,2017-04-09 09:29:52
22588,1759997,278737464_24574732585_487029,step_1,2017-04-09 09:29:57
40975,8003567,93552421_45157023196_836088,confirm,2017-04-09 09:30:03
82613,8454445,791858217_85088445784_618649,start,2017-04-09 09:30:42
8680,7769650,335492148_51666150078_225442,confirm,2017-04-09 09:31:20
24646,9237252,831490009_48703114228_597890,confirm,2017-04-09 09:32:07
7012,4746492,171386179_77607284641_950779,confirm,2017-04-09 09:32:39
56677,4260858,704691983_23996930597_502291,start,2017-04-09 09:34:34
114413,3486930,275017615_71185326681_382109,start,2017-04-09 09:34:53
121723,6119380,61889546_75978172785_697992,start,2017-04-09 09:38:17
90446,7053444,593383322_3177107285_154291,confirm,2017-04-09 09:39:16
40379,6027107,357076683_39188151041_136812,confirm,2017-04-09 09:39:52
17322,4590122,182754100_99358869730_470756,start,2017-04-09 09:40:52
19187,6428262,975411718_38999462907_668936,start,2017-04-09 09:41:03
60200,4016886,49686147_48035415258_496032,step_2,2017-04-09 09:46:43
50463,4742814,954483555_83333325913_556902,start,2017-04-09 09:48:48
81,9477476,493106567_26756426357_891855,start,2017-04-09 09:48:54
133056,4238081,433466331_80063542333_831069,confirm,2017-04-09 09:49:33
115858,6878222,558997222_59887691728_175700,confirm,2017-04-09 09:49:56
76029,2790105,439711236_96377336589_431360,step_1,2017-04-09 09:50:11
30955,5734691,388703324_57141687017_209101,start,2017-04-09 09:50:17
84633,7725674,632479727_25796475325_488668,start,2017-04-09 09:52:45
97089,3968834,472792784_48129586071_751522,start,2017-04-09 09:53:39
7009,5146401,773165272_95094859416_181435,step_2,2017-04-09 09:54:56
24451,5082039,586357946_84436329366_364643,start,2017-04-09 09:55:50
97123,6961727,670892089_77958071690_479853,start,2017-04-09 09:56:20
106788,9767681,535651920_83205328041_779475,start,2017-04-09 09:58:40
129266,2829245,670419967_83400469174_922056,step_1,2017-04-09 09:59:54
8529,7334644,481242816_35801751430_158442,start,2017-04-09 10:03:26
24955,4476586,392006305_47890309293_470210,start,2017-04-09 10:03:32
129091,2336012,994672381_73113319156_590090,step_1,2017-04-09 10:04:49
713,3217890,961335839_6661940467_487156,step_1,2017-04-09 10:05:48
129262,2829245,145081546_66431643072_538793,start,2017-04-09 10:08:37
64680,2080265,706462242_54774478991_997248,start,2017-04-09 10:09:22
135918,5318104,99491033_99733590547_300165,step_1,2017-04-09 10:11:02
139377,3545243,353298821_49166998813_751374,start,2017-04-09 10:11:05
59620,7080227,754723844_20421047733_747370,confirm,2017-04-09 10:11:37
16150,2301893,534827463_54710070022_285726,start,2017-04-09 10:12:24
91775,7704754,236292805_48438385387_565204,confirm,2017-04-09 10:13:09
132899,8224799,728424627_12657835946_497381,step_1,2017-04-09 10:13:58
137448,8976156,896670547_78942494394_146703,step_1,2017-04-09 10:14:32
116580,3906199,149002135_80308842864_156195,start,2017-04-09 10:14:43
67375,3714371,943878981_15466247039_155937,start,2017-04-09 10:16:47
26419,619597,727511767_1249114302_472742,confirm,2017-04-09 10:17:45
65669,9113216,473074767_22665073947_395553,step_1,2017-04-09 10:18:05
116153,5724791,231299508_2089688175_931902,start,2017-04-09 10:18:27
116067,2173695,44087378_21417332573_279914,start,2017-04-09 10:19:45
26277,8623810,33980894_85919905482_911065,start,2017-04-09 10:21:33
47876,1997443,106973227_30712029071_656405,confirm,2017-04-09 10:21:35
41478,7981938,951822214_3509785091_921269,confirm,2017-04-09 10:22:21
80495,6817555,916502148_76485422549_883512,confirm,2017-04-09 10:23:32
72900,8610750,715339539_24302936_890366,step_3,2017-04-09 10:24:06
40488,5049742,188609128_61040434172_266554,confirm,2017-04-09 10:24:09
16664,9852814,958128894_97261050475_527068,start,2017-04-09 10:25:04
98106,6951699,298290432_60167715141_21442,start,2017-04-09 10:26:11
39366,5159936,590169650_95349258698_267914,step_3,2017-04-09 10:27:33
95612,9858215,888000292_78607595046_734859,start,2017-04-09 10:27:36
16580,2389810,6836268_34678046934_47415,confirm,2017-04-09 10:28:22
140854,5279217,490685372_56532710113_399952,start,2017-04-09 10:29:13
80655,8815612,148306087_82520792123_289345,start,2017-04-09 10:29:19
75641,8665369,496742415_93694307773_122418,confirm,2017-04-09 10:29:31
98795,9172549,14699098_38899722103_491883,step_2,2017-04-09 10:29:33
96918,210347,842131386_93575737034_432494,confirm,2017-04-09 10:31:08
132589,3438860,873465309_56191174860_591080,confirm,2017-04-09 10:31:35
128406,8127966,75491685_55190434995_515722,start,2017-04-09 10:33:07
136806,2504073,455876630_78839232603_496183,confirm,2017-04-09 10:33:10
40812,3955964,441087892_78581340442_870143,confirm,2017-04-09 10:33:57
100662,197955,522333303_97488995705_222022,start,2017-04-09 10:35:31
67057,9738138,244739971_62239989090_795145,start,2017-04-09 10:35:39
83522,3043508,41172302_25470566896_927572,start,2017-04-09 10:36:52
60217,3887543,28695701_71620064178_22226,confirm,2017-04-09 10:38:38
108127,1572093,678403454_91903181579_75243,start,2017-04-09 10:39:25
103648,3739117,903362216_16060569721_320670,step_1,2017-04-09 10:41:58
127599,5473564,75126217_87112984808_493655,confirm,2017-04-09 10:42:20
32331,1853637,543821240_41240944089_630768,confirm,2017-04-09 10:43:15
7817,2226956,418120202_36051339982_992310,step_2,2017-04-09 10:43:17
34359,1341459,109085780_40828468276_54804,step_1,2017-04-09 10:44:40
59523,6999674,949724905_28647538024_742788,start,2017-04-09 10:45:33
95337,1529821,730027956_3157294590_823428,confirm,2017-04-09 10:45:35
28118,1308781,666125808_65171672019_476109,confirm,2017-04-09 10:46:04
79996,3740691,412597286_49219672852_577702,start,2017-04-09 10:46:07
2680,8069676,890353259_17444948868_578785,step_3,2017-04-09 10:46:55
123163,4003122,65769931_5592737796_802976,step_1,2017-04-09 10:47:38
32212,5754907,449175885_2892486946_712210,start,2017-04-09 10:48:08
105310,7374240,901555299_78999181649_585559,step_2,2017-04-09 10:48:17
75137,7450422,136119224_94993332242_426810,step_1,2017-04-09 10:48:23
63809,9819734,242665677_7482346697_305804,start,2017-04-09 10:49:07
104540,8230288,850014523_56424688950_568845,start,2017-04-09 10:49:08
120536,8177035,593606189_52392779984_884992,start,2017-04-09 10:50:41
98557,6844163,255799991_67230782155_792057,start,2017-04-09 10:50:43
112884,1793341,918508322_48820038_833721,confirm,2017-04-09 10:51:51
106681,6015711,805384618_11684077206_718609,confirm,2017-04-09 10:52:04
131326,7288041,644442324_33134500813_654498,confirm,2017-04-09 10:52:13
52378,545824,432040062_3475433779_837543,start,2017-04-09 10:53:53
74972,1975904,171638383_47953320359_997945,start,2017-04-09 10:54:23
64920,7171907,10823683_86056158289_300788,confirm,2017-04-09 10:54:30
38433,472433,489546667_53668706105_316302,confirm,2017-04-09 10:55:14
113179,2711657,261322452_54754688188_682961,step_3,2017-04-09 10:55:25
64354,3792899,705612919_88094208620_628512,confirm,2017-04-09 10:57:27
24878,5473234,446800132_73547207314_477529,start,2017-04-09 10:57:30
30571,9330032,550984033_42115568456_996696,step_1,2017-04-09 10:58:19
104485,7014976,784980568_76858536634_865091,start,2017-04-09 10:59:32
58389,8769982,396550015_73056111871_124112,confirm,2017-04-09 11:00:28
706,7973780,317940920_31028984587_267215,step_1,2017-04-09 11:01:32
72387,4732420,717994932_81817208073_601821,step_3,2017-04-09 11:01:35
65024,9388977,273170698_81575340706_313648,step_1,2017-04-09 11:03:00
129956,9492169,543845933_87597133270_116528,start,2017-04-09 11:03:26
9027,1646855,345951045_88499172392_325085,start,2017-04-09 11:04:26
106516,240468,125897048_98311667131_376791,step_1,2017-04-09 11:04:42
4976,4371606,7160579_94125368189_485943,confirm,2017-04-09 11:07:36
131920,6583420,122554113_63689906172_604105,confirm,2017-04-09 11:08:59
57753,6316298,204252136_44116009625_591416,start,2017-04-09 11:09:44
79885,2600705,867190984_74039110970_531730,confirm,2017-04-09 11:09:50
33763,843468,576890720_4896846370_790695,step_2,2017-04-09 11:11:30
15458,7812668,531433592_3068260113_157129,step_1,2017-04-09 11:14:06
34643,8626837,266022352_32599093815_941519,start,2017-04-09 11:15:12
24190,6979480,389686578_38111840428_358975,step_3,2017-04-09 11:15:12
34389,7115668,881622522_4471280772_323662,start,2017-04-09 11:15:48
140588,9606483,107101222_33639192678_690000,step_2,2017-04-09 11:17:20
43997,5048441,476969765_92015492721_394144,start,2017-04-09 11:17:52
130052,8546353,232906901_56555228794_694961,confirm,2017-04-09 11:18:53
46720,253737,663293440_20731858656_939527,step_2,2017-04-09 11:20:54
75536,9560201,456976270_68090384189_188733,start,2017-04-09 11:21:34
130697,5647696,500639260_68926720812_205510,start,2017-04-09 11:21:34
49876,7257829,862496478_58880494370_740706,confirm,2017-04-09 11:21:39
100168,5859375,89846992_10435913061_242638,start,2017-04-09 11:22:29
131828,1304930,159269052_696141355_985329,start,2017-04-09 11:22:39
124614,8684880,197945746_14386000220_954049,confirm,2017-04-09 11:22:39
14959,6633300,445844776_15950771649_806812,step_3,2017-04-09 11:23:12
66510,9438507,31705490_36178875662_111202,confirm,2017-04-09 11:24:34
55019,2354893,24978237_1572699085_146242,start,2017-04-09 11:25:29
98878,7185585,914932031_64157737687_714740,confirm,2017-04-09 11:26:07
65210,9428003,286222536_50985347277_103940,confirm,2017-04-09 11:28:07
73763,5599344,624339369_79999326743_192056,start,2017-04-09 11:28:31
116250,4055697,960715126_26035352365_379930,confirm,2017-04-09 11:30:10
32206,5754907,925556411_10111272937_711010,start,2017-04-09 11:32:36
3249,267299,919127898_73347681516_443782,start,2017-04-09 11:32:47
23704,9920774,661993780_33840642447_757408,confirm,2017-04-09 11:34:18
644,4823947,100057941_88477660212_944512,step_3,2017-04-09 11:34:24
114920,9730509,413156662_70299968569_369819,confirm,2017-04-09 11:35:49
113374,8031474,801425850_87819499978_448711,start,2017-04-09 11:38:06
120444,9733386,556310121_6047392671_443218,start,2017-04-09 11:38:28
74762,3966226,818035161_87839569130_987835,start,2017-04-09 11:39:17
30480,3384298,927761606_69344097482_904892,step_1,2017-04-09 11:39:53
113007,4025125,218511684_6184323998_933271,step_1,2017-04-09 11:40:01
75198,5124454,711691462_89346828208_51045,start,2017-04-09 11:40:41
137610,3987597,367241434_54458679805_284343,confirm,2017-04-09 11:42:26
38411,1025015,175778296_78843786353_746912,step_3,2017-04-09 11:42:45
114384,8453834,329252697_43658516340_771462,step_3,2017-04-09 11:43:02
19097,358827,26684100_98173109628_91608,confirm,2017-04-09 11:47:36
67894,5086117,141939996_94203743260_533267,start,2017-04-09 11:52:25
254,8870709,188433531_61275931025_623880,confirm,2017-04-09 11:52:35
60483,5202722,834423208_16317189845_327438,start,2017-04-09 11:53:55
23027,4112474,847776002_44484692492_855713,step_3,2017-04-09 11:55:04
127847,8888550,132309646_3781274543_321857,step_1,2017-04-09 11:55:21
95428,7664605,47698025_25335181554_951637,confirm,2017-04-09 11:55:39
107557,4131648,269388860_20911523311_869980,start,2017-04-09 11:56:12
140023,8064081,945270821_47782025481_556958,confirm,2017-04-09 11:58:32
90750,8878848,286995053_11961657050_145481,step_1,2017-04-09 11:58:39
139795,214786,728728676_7158877564_505196,step_2,2017-04-09 11:59:32
34002,6316179,106679528_83928157480_253697,step_1,2017-04-09 12:00:47
108317,4000443,458410920_93390385201_710147,step_1,2017-04-09 12:00:50
33322,6676076,804584972_82535044674_685679,start,2017-04-09 12:00:57
51494,2067289,959388868_60245586881_884019,start,2017-04-09 12:01:44
71608,1976918,998048047_93759404535_307220,step_3,2017-04-09 12:02:27
99963,6835030,449089857_45177164529_213383,confirm,2017-04-09 12:03:40
8896,3453846,322363108_62436264999_416492,confirm,2017-04-09 12:04:06
127656,845310,979303576_19499001989_402304,start,2017-04-09 12:06:22
34866,109413,208339978_69493092960_50228,step_1,2017-04-09 12:06:58
25534,8699305,234028799_8809671143_771016,step_3,2017-04-09 12:07:35
111729,6679624,561335420_70194427724_357683,confirm,2017-04-09 12:08:01
82519,9888237,127543192_1009903217_813324,start,2017-04-09 12:08:38
121577,3945089,538367579_15254142511_830491,start,2017-04-09 12:08:45
107551,4131648,203158247_79060468905_869342,confirm,2017-04-09 12:08:51
119982,483041,89067804_45963332830_858123,step_3,2017-04-09 12:09:02
43231,2787270,793014382_2737394542_647471,confirm,2017-04-09 12:09:10
99273,4676984,290145268_94165358581_533020,start,2017-04-09 12:10:24
33572,7142792,785901080_75881063505_132351,confirm,2017-04-09 12:10:27
2039,7829434,413954892_54996101693_3863,confirm,2017-04-09 12:12:09
2339,5841499,31451458_5096345517_981722,confirm,2017-04-09 12:12:44
22995,9777880,34123103_441990652_701422,confirm,2017-04-09 12:12:45
25980,491303,55839868_67092290962_232806,start,2017-04-09 12:14:29
44209,9669426,488651893_89671359259_787964,confirm,2017-04-09 12:14:35
15926,2659289,785582365_91146881088_344696,start,2017-04-09 12:15:32
132267,4971428,302886507_3538147951_106981,start,2017-04-09 12:18:11
130777,5758630,305838376_52904640521_41466,confirm,2017-04-09 12:18:25
18564,1318882,729702913_34054133109_820919,step_1,2017-04-09 12:18:47
56562,2991457,446410195_49160110459_217189,step_3,2017-04-09 12:20:42
24808,8470777,377507462_21476784644_80557,step_2,2017-04-09 12:21:02
82387,4099829,647813994_97553132270_211580,confirm,2017-04-09 12:21:50
30368,7949020,338994006_79629714477_128723,start,2017-04-09 12:22:29
87485,3180864,443181889_78391325145_671542,step_2,2017-04-09 12:23:28
64126,1735713,120176002_82413787108_714695,start,2017-04-09 12:24:38
27204,7694180,725575910_38619967604_782418,step_2,2017-04-09 12:25:30
88495,1811795,361939701_18182723284_761842,start,2017-04-09 12:25:31
23728,5103176,625633884_27163834330_19534,confirm,2017-04-09 12:25:38
99070,7217804,512810601_80335411271_36697,confirm,2017-04-09 12:26:21
97117,1808108,931839878_63844811762_296294,start,2017-04-09 12:26:54
41593,6255304,294875711_26268902646_837525,confirm,2017-04-09 12:26:58
104510,1673529,338691981_20743947297_390366,start,2017-04-09 12:28:53
19612,7530138,290385697_60956124517_52052,confirm,2017-04-09 12:29:03
22744,3903411,815758033_66833718676_773458,step_1,2017-04-09 12:30:36
135959,2786226,894285906_57411354927_998993,start,2017-04-09 12:33:40
128068,5040477,812307381_97120649670_486786,start,2017-04-09 12:34:21
75476,5084229,480669851_21624166323_155401,confirm,2017-04-09 12:34:51
81014,7848377,450398280_23714963395_110684,step_3,2017-04-09 12:35:44
33975,1951290,154096511_10468774871_192685,start,2017-04-09 12:36:38
17507,5175035,513493859_23199281443_51427,start,2017-04-09 12:39:05
98877,7016024,684127666_35252926834_289498,start,2017-04-09 12:39:10
26909,3450553,603929090_6644182513_186797,confirm,2017-04-09 12:39:43
139557,3922995,600432155_24376642335_107615,step_3,2017-04-09 12:39:56
25573,6776358,358875525_14707438237_138565,start,2017-04-09 12:41:40
56193,9619098,260567132_22637578050_44256,step_2,2017-04-09 12:43:21
47487,6519466,419219310_24636100839_97435,step_3,2017-04-09 12:45:06
3966,1332220,708831398_10144774447_711170,confirm,2017-04-09 12:46:23
14742,5652807,255642055_48724033132_19451,step_1,2017-04-09 12:46:50
39330,2940022,334423853_77478676753_142336,step_1,2017-04-09 12:47:08
91868,9238045,310776481_69881270348_845805,start,2017-04-09 12:47:55
66820,202865,909054007_67248033919_256476,confirm,2017-04-09 12:48:37
108459,4981076,449400934_15031500869_69400,step_3,2017-04-09 12:50:45
105651,5424154,60426586_29664165288_655816,start,2017-04-09 12:51:10
108895,7167985,681935580_51310167686_756981,start,2017-04-09 12:51:50
97742,348888,641449544_86395756250_641990,step_2,2017-04-09 12:53:22
107204,8276422,351918428_86519231187_357416,confirm,2017-04-09 12:58:57
16030,5146890,190081774_97464620181_882725,start,2017-04-09 12:59:56
33107,3046140,123533949_30719615014_821424,confirm,2017-04-09 12:59:56
3030,6199688,305132200_77078421799_309268,confirm,2017-04-09 13:00:58
96030,1636073,403900037_60984118746_625524,confirm,2017-04-09 13:01:21
6749,8794256,514383584_28337531329_423197,confirm,2017-04-09 13:02:12
113611,4357442,745531469_29892400905_68216,confirm,2017-04-09 13:03:15
57600,8513931,348119814_75173814888_496150,start,2017-04-09 13:06:18
89029,9565614,743135547_3773910228_19654,confirm,2017-04-09 13:06:59
89353,8680964,387670944_13588547114_737859,step_1,2017-04-09 13:08:07
2579,9750016,769606129_8033642139_643360,confirm,2017-04-09 13:08:50
15009,4836017,140113772_88412209428_167085,start,2017-04-09 13:09:03
57563,4728164,103074110_36036427436_224168,confirm,2017-04-09 13:10:23
15007,4836017,104779581_5871971578_957356,start,2017-04-09 13:10:56
35710,3569925,7302748_21628527972_470373,start,2017-04-09 13:11:17
132693,1020761,705390796_30531397661_328178,start,2017-04-09 13:12:09
120213,4204378,295963949_16533650087_183314,step_3,2017-04-09 13:12:39
81042,7775123,960793676_66503157834_500690,start,2017-04-09 13:13:11
81497,1367239,46273016_13435218168_355515,start,2017-04-09 13:16:52
15005,4836017,101780244_22851723186_748129,start,2017-04-09 13:17:49
130233,1135517,841986921_72895988362_454657,start,2017-04-09 13:18:38
52133,4413573,16888908_7248445685_872180,step_3,2017-04-09 13:19:00
32218,5754907,305611225_86794093902_106224,start,2017-04-09 13:20:38
51940,6768605,13487387_46154716819_316587,confirm,2017-04-09 13:21:20
103976,823084,933443001_1072571737_646532,start,2017-04-09 13:21:42
18699,9301583,86804022_92058075260_42175,start,2017-04-09 13:21:54
33805,2865677,202399995_24609968862_8113,start,2017-04-09 13:22:58
16260,3585638,876869409_65811788803_639819,start,2017-04-09 13:23:27
114437,6777405,776395090_5201141024_958104,confirm,2017-04-09 13:23:44
79777,8420487,781901618_56271675673_200214,confirm,2017-04-09 13:23:47
115598,183287,683452292_27389567050_861419,confirm,2017-04-09 13:24:39
80102,1446469,68644513_4965437102_442294,confirm,2017-04-09 13:24:52
72593,9194809,635742531_81147442060_177547,confirm,2017-04-09 13:25:53
105197,3577586,368242653_13691815441_813280,start,2017-04-09 13:26:58
100646,1064795,934047644_72272724897_619592,step_3,2017-04-09 13:27:13
23380,3792840,366996427_23038308966_42368,step_1,2017-04-09 13:27:28
63875,2729855,715263867_87681075647_596678,step_3,2017-04-09 13:27:34
72950,4203585,977205597_36777834689_616348,start,2017-04-09 13:28:19
89431,5532707,434770316_83622910533_446050,start,2017-04-09 13:28:27
123340,7096317,696098026_71176864711_801261,confirm,2017-04-09 13:29:15
130139,385931,957972177_66060821475_350834,start,2017-04-09 13:31:15
105762,5388529,393023034_46742044262_428491,confirm,2017-04-09 13:31:27
128015,7435580,172473308_56393957306_807263,start,2017-04-09 13:32:11
17028,2207194,371062691_1216767979_96419,confirm,2017-04-09 13:32:40
129316,9194607,175838639_24542618686_523559,start,2017-04-09 13:32:58
31196,7074837,199375703_18060896725_719758,start,2017-04-09 13:33:03
1012,4390568,658868843_759977243_423250,start,2017-04-09 13:33:33
97821,7397618,740936535_88817744906_282018,confirm,2017-04-09 13:33:53
128234,5645472,735166171_1767026310_350132,confirm,2017-04-09 13:34:49
15624,8927733,353599818_83132903831_916274,confirm,2017-04-09 13:35:32
34274,8339083,184721612_38471727033_45691,start,2017-04-09 13:36:49
72665,9893038,504427061_15435165880_86167,start,2017-04-09 13:38:25
6743,2465241,708672516_20118626755_66569,confirm,2017-04-09 13:42:02
32039,7980181,788769444_93643937701_894668,step_2,2017-04-09 13:42:48
88373,9223676,889058694_96694300329_78203,start,2017-04-09 13:43:48
96530,9245447,992024788_75021106148_54510,start,2017-04-09 13:44:11
121997,962154,311095034_18600602468_795067,confirm,2017-04-09 13:45:41
138401,614793,714825012_96000528220_724359,confirm,2017-04-09 13:46:12
113265,6947298,795660536_39210441548_984926,confirm,2017-04-09 13:46:24
27028,696801,414164906_67634001135_802705,step_3,2017-04-09 13:46:53
32090,2318024,165756228_26397511828_147404,start,2017-04-09 13:48:28
123480,4891782,57684934_73858565600_258546,start,2017-04-09 13:49:35
111775,1654715,86955401_19756182511_603498,start,2017-04-09 13:51:23
109094,6577234,280345478_50830240646_558535,start,2017-04-09 13:51:41
140860,9573973,100696989_79957693336_140112,step_1,2017-04-09 13:52:42
17334,7575259,39038991_85640876963_727711,start,2017-04-09 13:56:37
124294,703403,897224_40135767131_816894,confirm,2017-04-09 13:57:38
2175,8962467,15911102_65662045088_189806,start,2017-04-09 13:57:48
4425,6232074,188905653_87412745023_98871,start,2017-04-09 13:58:23
130782,7291539,72010874_41821639573_317369,confirm,2017-04-09 14:00:58
6993,5146401,392538999_54856685866_400490,confirm,2017-04-09 14:03:13
109053,6949145,146655267_57914467819_594331,confirm,2017-04-09 14:03:34
74421,1169083,713449991_14535003572_768408,start,2017-04-09 14:04:33
96466,1732770,22606483_69050702302_71087,start,2017-04-09 14:04:56
97280,2028518,873589694_19487350401_946945,step_3,2017-04-09 14:05:28
91858,9238045,688497148_4555774321_330135,confirm,2017-04-09 14:05:53
15894,200372,206146192_67133249906_382057,step_1,2017-04-09 14:06:12
71476,5721055,51611401_47102794513_457775,step_1,2017-04-09 14:06:51
42679,7872209,619211869_98620462546_208678,start,2017-04-09 14:06:52
58219,3894997,260432943_69211102638_257572,start,2017-04-09 14:06:56
73585,1919830,43562939_11620076647_973955,start,2017-04-09 14:07:25
113634,8669649,734666560_97597142375_48981,start,2017-04-09 14:08:50
136370,2191227,349330245_77429265703_855557,start,2017-04-09 14:10:24
56082,5058113,612827859_57196127461_160955,start,2017-04-09 14:11:14
119660,3815207,643683890_50680931975_684765,step_3,2017-04-09 14:12:09
30799,49450,947417142_54079482666_997512,confirm,2017-04-09 14:12:11
122482,8665802,973472049_74685341004_90651,start,2017-04-09 14:13:13
68185,3815964,502692516_85674598528_85555,confirm,2017-04-09 14:13:16
32817,2909421,298417893_87210855656_578022,step_1,2017-04-09 14:14:22
140979,6974095,308355467_95966095639_717262,start,2017-04-09 14:14:40
26572,9361140,464097427_27559985450_124203,confirm,2017-04-09 14:15:55
123323,5512095,379658348_94736394070_522650,confirm,2017-04-09 14:16:32
69,1218661,710664584_85332893924_22693,step_1,2017-04-09 14:17:00
115175,8387642,807534061_37251890133_163238,confirm,2017-04-09 14:17:19
64562,2782863,165912187_14706456048_772494,start,2017-04-09 14:18:08
41359,2080581,432366631_51464580032_652786,step_1,2017-04-09 14:20:43
48346,4444551,301347415_4207835183_587734,confirm,2017-04-09 14:21:26
95231,272924,854174817_12133274990_747255,step_3,2017-04-09 14:22:39
39507,9161222,359746456_89609879012_486826,confirm,2017-04-09 14:22:49
1143,2681612,497376106_56080246285_74803,confirm,2017-04-09 14:24:00
65126,2359159,42395904_16175487947_548457,start,2017-04-09 14:27:45
82713,9959486,814010638_89851401260_790210,start,2017-04-09 14:28:42
43446,7284633,248657017_35925827864_662468,confirm,2017-04-09 14:33:15
47534,4966172,767534700_71668673375_898169,step_1,2017-04-09 14:33:58
3230,5021259,831222368_27332876510_203706,confirm,2017-04-09 14:36:51
120048,1511191,795246645_69149507465_313202,step_2,2017-04-09 14:37:45
91604,9616872,648589172_82842149172_697369,step_1,2017-04-09 14:37:46
51597,3502276,275159827_57486027235_844876,confirm,2017-04-09 14:39:44
18557,1318882,755648458_24664607874_319255,start,2017-04-09 14:40:29
89590,3845483,970522649_67902944650_217023,start,2017-04-09 14:40:47
128147,7007505,461791126_60861669804_628867,confirm,2017-04-09 14:41:09
108482,9749403,713192990_78319236837_820757,confirm,2017-04-09 14:41:22
120046,1511191,377080938_99636894711_495280,confirm,2017-04-09 14:41:49
129462,4405304,909650699_6991209231_544561,step_3,2017-04-09 14:42:56
112949,8133621,100888777_10698693955_921935,start,2017-04-09 14:44:04
115076,9128098,585463065_68141878812_240444,confirm,2017-04-09 14:44:11
41173,762640,563037958_83146171949_336055,start,2017-04-09 14:46:39
82853,8036117,422629422_30040785009_450098,start,2017-04-09 14:48:38
72111,9871504,500445787_67477918703_690686,confirm,2017-04-09 14:49:10
112471,4848547,454010319_64526527904_696822,start,2017-04-09 14:49:58
4808,4253705,589507187_62862338308_625011,start,2017-04-09 14:50:56
72624,3218552,87744347_72672047665_202700,step_1,2017-04-09 14:52:12
23823,5537504,588567024_55136693156_171361,confirm,2017-04-09 14:52:22
25985,1472332,171205712_55253239670_796431,confirm,2017-04-09 14:52:48
96439,1732770,809256825_82294985601_435216,confirm,2017-04-09 14:53:17
39939,9642367,230201085_64917562561_369984,start,2017-04-09 14:53:47
76643,2888391,610057485_45095789875_770763,confirm,2017-04-09 14:53:47
80785,2290080,18049778_2728838676_512984,confirm,2017-04-09 14:56:48
113495,9826940,181214016_86828356921_558641,step_2,2017-04-09 14:57:30
82488,4786153,209655585_44468022765_1037,step_1,2017-04-09 14:58:33
58385,4302031,352834645_85676411367_837195,step_3,2017-04-09 14:59:01
119642,4772230,544836925_78493098686_364115,start,2017-04-09 14:59:44
22778,4036051,719563054_22866665648_678560,confirm,2017-04-09 15:02:24
88115,4849973,512135355_40431849472_221285,start,2017-04-09 15:04:06
7177,7536655,84590498_30589201894_828905,confirm,2017-04-09 15:05:55
408,8076294,512521407_14408323151_783592,start,2017-04-09 15:07:26
139773,3710094,936332594_86385016655_192135,start,2017-04-09 15:07:29
128004,3192447,461810944_73683905005_105172,confirm,2017-04-09 15:09:28
88113,4849973,969357118_74940966983_354181,start,2017-04-09 15:11:02
113362,9423248,315976479_82052651375_663540,start,2017-04-09 15:12:37
100333,1768221,489916283_5178544801_878613,confirm,2017-04-09 15:13:00
99022,7269060,443219861_2974000743_832166,confirm,2017-04-09 15:14:08
34313,670627,840125158_13016767231_952038,step_2,2017-04-09 15:14:54
2800,5790286,755992454_50628559799_952659,confirm,2017-04-09 15:14:59
105271,8480271,210191369_8059598120_465392,confirm,2017-04-09 15:15:55
18311,5363315,285930170_99995613975_108988,confirm,2017-04-09 15:16:00
5351,6298404,849470464_82773801644_750127,step_3,2017-04-09 15:16:41
137283,5058586,843948836_37083009286_2784,confirm,2017-04-09 15:17:03
56517,7058602,717087027_73108665813_868479,step_1,2017-04-09 15:17:03
124572,6400868,377984412_21088706180_532297,confirm,2017-04-09 15:17:07
73244,7344008,606339652_41383902562_987958,confirm,2017-04-09 15:17:24
14892,159617,937956462_46404776433_581582,confirm,2017-04-09 15:17:31
111983,7020,141218980_10356302866_412831,step_1,2017-04-09 15:18:10
34311,670627,902686312_99710533382_188073,confirm,2017-04-09 15:19:04
23015,4112474,601943892_78555920522_98339,step_1,2017-04-09 15:19:09
123357,1136898,248431021_93741235109_530523,step_1,2017-04-09 15:19:35
76077,9099836,486124468_97741283799_100633,start,2017-04-09 15:20:39
9413,3289903,415516598_50708988423_933117,start,2017-04-09 15:20:42
31233,6656943,432545123_5099390422_916087,start,2017-04-09 15:22:11
32089,3589777,820292340_42202828530_400708,start,2017-04-09 15:22:27
